Район_OSM,Населенный_пункт_OSM,place,lat_np,lon_np,population_osm,np_clean,osm_id
,Сарлы,village,54.9572204,53.4614877,,сарлы,way/192033465
Сармановский район,Сарманово,town,55.245459,52.5818706,,сарманово,relation/3358159
Заинский район,Сармаш-Баш,village,55.2211487,52.3468453,,сармаш-баш,way/61571071
Заинский район,Сармаш-по-Ирне,hamlet,55.1909955,52.2599491,,сармаш-по-ирне,way/61571038
Буинский район,Сарсаз,village,54.8404733,48.0497854,,сарсаз,node/795824397
Заинский район,Сарсаз-Багряж,village,55.3237143,52.2258535,,сарсаз-багряж,way/61571046
Нижнекамский район,Сарсаз-Бли,hamlet,55.5345861,51.7892266,,сарсаз-бли,way/241414700
,Сарсаз-Горы,hamlet,55.7188982,53.2584035,,сарсаз-горы,way/531113289
,Сарсак-Арема,hamlet,56.3245381,52.7081974,,сарсак-арема,relation/8081611
,Сарсак-Омга,village,56.3126162,52.8302158,,сарсак-омга,way/118968488
Мамадышский район,Сартык,village,55.8251436,50.9050987,,сартык,way/72524269
Сармановский район,Сарысаз-Такерман,hamlet,55.3672476,52.7400754,,сарысаз-такерман,way/321462335
,Сатламышево,village,55.3795336,48.4618516,,сатламышево,way/121211326
,Сатлыган,hamlet,55.6267361,50.6822906,,сатлыган,way/123003720
,Сатышево,village,55.9273267,50.4251462,,сатышево,node/803491239
,Саукааланы,locality,55.1914706,51.3812529,,саукааланы,node/10755556797
,Сауш,village,55.7967697,50.1960225,,сауш,way/308023197
,Сафоново,village,55.8665173,48.6446878,,сафоново,way/58267476
,Сахаровка,village,55.3105906,50.3059415,,сахаровка,relation/2937410
,Сахра,hamlet,56.1126655,53.0364752,,сахра,way/118968436
,Сая,hamlet,56.0508307,49.1788709,,сая,way/96533133
,Саях,hamlet,55.2582244,52.4606541,,саях,way/190865301
,Свердловец,hamlet,55.3561837,51.1517691,,свердловец,relation/9705504
,Светительская гора,locality,55.9073179,49.4251727,,светительская гора,node/9216153794
Черемшанский район,Светлогорский,hamlet,54.7947717,51.1398939,,светлогорский,node/853015430
Заинский район,Светлое Озеро,village,55.1813365,52.0122254,,светлое озеро,way/61349711
,Свиногорье,village,55.6126661,51.5563488,,свиногорье,way/71436592
Зеленодольский район,Свияжск,village,55.7716835,48.6579376,276,свияжск,node/750657959
Апастовский район,Свияжский,village,55.2338974,48.448994,,свияжский,node/761241863
,Свободный Труд,hamlet,55.4321546,48.9103177,,свободный труд,way/172906289
,Свои Луга,locality,56.1025218,49.2744112,,свои луга,node/10540214977
,Святой Ключ,locality,55.007512,50.3412835,,святой ключ,relation/18812178
Верхнеуслонский район,Сеитово,village,55.6143155,48.784994,,сеитово,way/108091542
,Секинесь,village,55.5509827,51.3106171,,секинесь,way/71933612
Нурлатский район,Селенгуши,village,54.6891056,50.510126,,селенгуши,node/336525094
,Селище Говядино,hamlet,55.7679508,48.4923385,,селище говядино,way/156763541
Нурлатский район,Сельцо Кульбаево Мараса,hamlet,54.8392483,50.3175219,,сельцо кульбаево мараса,node/850903165
,Семекеево,village,55.6011954,52.734267,,семекеево,way/140486098
,Семиозёрка,village,55.9507398,49.0988655,,семиозерка,way/177148935
,Семь Ключей,hamlet,55.3436779,48.4970138,,семь ключей,way/138194894
,Семяково,village,55.4091304,53.4218362,,семяково,way/191050290
,Сентяк,hamlet,56.0331583,48.9094724,,сентяк,way/123455277
,Сергеевка,hamlet,54.6018829,52.3036338,,сергеевка,way/244030652
Аксубаевский район,Сергеевский,hamlet,54.6929078,51.0063495,,сергеевский,way/295235367
,Серда,hamlet,56.088323,50.4870057,,серда,way/791640920
,Сердебаш,village,56.4744728,49.9425539,,сердебаш,node/762075477
,Сердоусь,village,56.1079289,51.5018195,,сердоусь,way/279946899
,Сетяково,hamlet,55.9445764,52.3998927,,сетяково,way/62313581
,Сибирчи,hamlet,55.2950669,48.4536009,,сибирчи,node/761060863
,Сидулово-Ерыклы,hamlet,55.0355184,50.7997935,,сидулово-ерыклы,way/295770377
,Сиза,village,56.1795301,50.1942053,,сиза,node/762182089
,Сизнер,hamlet,56.5032584,50.4018539,,сизнер,node/793969369
,Сикертан,village,56.163028,50.1308995,,сикертан,way/338397658
Муслюмовский район,Сикия,hamlet,55.4387958,53.6704882,,сикия,node/606146769
Алькеевский район,Сиктерме,village,54.7699963,49.8525197,254,сиктерме,relation/19852450
,Сименеево,hamlet,55.427607,51.6785287,,сименеево,way/257905333
,Симетбаш,hamlet,56.2897492,49.7274197,,симетбаш,way/204203245
,Сингели,village,55.3887122,49.3014854,,сингели,way/57358439
,Синерь,hamlet,56.0872898,50.8550938,,синерь,way/285214023
Новошешминский район,Слобода Архангельская,village,55.158442,51.2679583,,слобода архангельская,node/852770056
Новошешминский район,Слобода Волчья,village,54.931567,51.2741508,,слобода волчья,node/337839152
Новошешминский район,Слобода Екатерининская,village,55.0115797,51.0658056,,слобода екатерининская,node/852774123
Новошешминский район,Слобода Петропавловская,village,55.061743,51.3655605,,слобода петропавловская,node/337839139
Новошешминский район,Слобода Черёмуховая,village,54.9566109,51.1433449,,слобода черемуховая,node/337839162
,Служилая Шентала,hamlet,55.149604,50.3862704,,служилая шентала,way/70467662
,Смаиль,village,56.4762174,50.4499912,,смаиль,way/783024391
,Смак-Корса,village,56.1077331,50.100933,,смак-корса,way/338397649
,Смолдеярово,hamlet,55.4735666,49.686941,,смолдеярово,way/160729139
,Смыловка,village,55.4866219,51.5941357,,смыловка,way/241443237
,Соболевское,village,55.6116972,48.4570785,,соболевское,way/227321082
,посёлок совхоза имени 25 Октября,village,55.4879029,49.5971453,,совхоза имени 25 октября,way/166320640
Мензелинский район,посёлок совхоза имени Воровского,village,55.7078815,53.1653007,,совхоза имени воровского,node/606146583
Актанышский район,посёлок совхоза имени Кирова,village,55.5489929,53.6998938,,совхоза имени кирова,way/465910013
Спасский район,посёлок совхоза «КИМ»,village,54.9938006,49.4026621,,совхоза ким,way/68734840
,посёлок совхоза «Красный Октябрь»,village,55.0108393,51.2735796,,совхоза красный октябрь,way/306639237
,посёлок совхоза «Мамадышский»,village,55.70735,51.3867586,,совхоза мамадышский,relation/1117470
Мамадышский район,"совхоза ""Пятилетка""",hamlet,55.6577092,51.4126236,,совхоза пятилетка,way/71586517
,посёлок совхоза «Татарстан»,village,55.6202746,52.5965526,,совхоза татарстан,way/223302026
,Соколка,village,55.5438034,51.5062427,,соколка,way/71825010
,Соколовка,hamlet,55.5935023,49.0565809,,соколовка,way/98588346
,Сокольский,hamlet,54.613125,52.8965039,,сокольский,way/88028599
,Сокольского лесничества,hamlet,55.5186655,51.4936602,,сокольского лесничества,way/71933613
,Сокуры,village,55.6235257,49.392488,,сокуры,relation/19205215
,Солдатская Письмянка,hamlet,54.6163578,52.7057413,,солдатская письмянка,way/88028494
,Соловцово,village,56.086593,49.273004,,соловцово,way/182590164
Зеленодольский район,Соловьёвка,hamlet,55.9879516,48.7402966,,соловьевка,node/750596153
,Солояз,village,54.6430669,52.9198813,,солояз,way/88028436
